Place ID,Place Code,Governorate,District,Location Name,Arabic Name,Latitude,Longitude,OCHA Admin 1,OCHA Admin 2,OCHA PCode,IDPs Families,IDPs Individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Camp,Rented houses,Host Families,School Building,Religious Building,Unfinished/Abandoned building,Informal settlements,Hotel/Motel,Other shelter type,Unknown shelter type,Pre-June14 Wave,June-July14 Wave,August14 Wave,Post September14 Wave,Post April15 Wave
24182,205960,Basrah,Basrah,Casino Lebnan,?????? /?????? ?????,30.5086,47.8101,IQ-G02,IQ-D010,IQ-P00877,40,240,,1,2,,,5,,,,,,,32,,,,,,,35,5,,,,,,,,,34,6,,
1295,205814,Basrah,Basrah,Door Al Dubbat,??? ??????,30.53638889,47.78916667,IQ-G02,IQ-D010,IQ-P00879,15,90,2,,2,,,,,,1,,,,3,,7,,,,,5,10,,,,,,,,,11,1,3,
983,205415,Basrah,Basrah,Door al-hendiya,??? ??????? ,30.546389,47.791111,IQ-G02,IQ-D010,IQ-P00880,3,18,1,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,3,,,
1284,205803,Basrah,Basrah,Door Al-Sho'oen,??? ??????,30.494166,47.810277,IQ-G02,IQ-D010,IQ-P00881,7,42,7,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,6,,1,
966,205398,Basrah,Basrah,Door as-sailo_,??? ???????,30.543333,47.8175,IQ-G02,IQ-D010,IQ-P00885,5,30,,,,,,,,,,,,,5,,,,,,,2,3,,,,,,,,,,5,,
1048,205481,Basrah,Basrah,Door at-taqa,??? ?????? ,30.675278,47.751944,IQ-G02,IQ-D010,IQ-P00887,1,6,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
934,205364,Basrah,Basrah,Durr Al Naaft,?????? / ??? ?????,30.526098,47.790972,IQ-G02,IQ-D010,IQ-P00889,9,54,4,,,,,,,,,,,,4,,1,,,,,7,2,,,,,,,,,8,,1,
987,205419,Basrah,Basrah,Eskan al-mawanie',????? ???????,30.548889,47.783889,IQ-G02,IQ-D010,IQ-P00891,2,12,1,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,2,,,
954,205384,Basrah,Basrah,Hai al-bato_l,?? ??????,30.536389,47.781389,IQ-G02,IQ-D010,IQ-P00904,2,12,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,2,,,
869,205297,Basrah,Basrah,Hai al-hussain/2,???????? / ?? ?????? 2,30.498056,47.779722,IQ-G02,IQ-D010,IQ-P00906,2,12,1,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,1,1,,
854,205282,Basrah,Basrah,Hai al-kafa_at,?????? / ?? ????????,30.493333,47.797778,IQ-G02,IQ-D010,IQ-P00909,4,24,,,,,,,,,,,,,3,,1,,,,,,4,,,,,,,,,2,,2,
852,205280,Basrah,Basrah,Hai al-khaleej/3,?????? / ???????? / ?? ??????3,30.492778,47.792778,IQ-G02,IQ-D010,IQ-P00913,4,24,2,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,1,2,,1,
602,205029,Basrah,Basrah,Hai al-mohandesin,?????? / ?? ????????? ,30.463056,47.808889,IQ-G02,IQ-D010,IQ-P00918,68,408,8,,,,,,,,5,,,,49,,6,,,,,43,24,,1,,,,,,7,59,,1,1
874,205302,Basrah,Basrah,Hai al-mu_alemin,?????? ??????? / ?? ???????? ,30.499722,47.810556,IQ-G02,IQ-D010,IQ-P00921,1,6,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,
937,205367,Basrah,Basrah,Hai az-zahra_a,?????? / ?? ???????,30.527778,47.814722,IQ-G02,IQ-D010,IQ-P00928,3,18,,,,,,,,,1,,,,,,2,,,,,2,1,,,,,,,,,3,,,
850,205278,Basrah,Basrah,Hai sana_a,?? ?????,30.491667,47.830556,IQ-G02,IQ-D010,IQ-P00929,1,6,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
21099,205840,Basrah,Basrah,Hay Al Hussain 4,?????? /???????? /?? ?????? 4,30.48222222,47.78527778,IQ-G02,IQ-D010,IQ-P00938,3,18,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,3,,,
23897,205945,Basrah,Basrah,Hay AL Hussainyia,?????? / ?? ???????? ,30.4827,47.8225,IQ-G02,IQ-D010,IQ-P00939,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,
24126,205953,Basrah,Basrah,Hay Al Jamiah,?????? / ?????? /?? ??????? ,30.4742,47.8023,IQ-G02,IQ-D010,IQ-P00941,12,72,1,1,,,,,,,,,,,4,,6,,,,,6,6,,,,,,,,,8,2,2,
21096,205837,Basrah,Basrah,Hay Al Qai'm 2,?????? /?????? /?????? 2,30.4772,47.8174,IQ-G02,IQ-D010,IQ-P00945,8,48,5,,,,,,,,2,,,,1,,,,,,,5,3,,,,,,,,2,1,2,,3
22095,205895,Basrah,Basrah,Hay Al Rasheed,?????? / ?????? /?? ??????,30.477789,47.817384,IQ-G02,IQ-D010,IQ-P00946,5,30,,,2,,,1,,,1,,,,1,,,,,,,2,3,,,,,,,,,4,1,,
860,205288,Basrah,Basrah,Hay Al Risalah,?????? / ?? ??????? ,30.495418,47.800798,IQ-G02,IQ-D010,IQ-P00947,20,120,,,,,,,,,,,,,14,,6,,,,,6,14,,,,,,,,,18,2,,
24479,205979,Basrah,Basrah,Hay Al Shuhada'a, ?????? /?? ???????,30.4483,47.8121,IQ-G02,IQ-D010,,6,36,,,,,,1,,,4,,,,,,1,,,,,5,1,,,,,,,,,1,5,,
24482,205982,Basrah,Basrah,Hay Al Tamim,???????? /?? ???????,30.4989,47.7742,IQ-G02,IQ-D010,,3,18,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,3,,,
24595,205992,Basrah,Basrah,Hay Al Zaiton,?? ???????,30.4756,47.8264,IQ-G02,IQ-D010,,5,30,3,,,,,1,,,,,,,,,1,,,,,1,4,,,,,,,,,2,2,1,
1272,205791,Basrah,Basrah,Hay Al-Asdiqa'a,?? ????????,30.525,47.7777,IQ-G02,IQ-D010,IQ-P00952,15,90,1,,,,,,,,1,,,,13,,,,,,,13,1,,,,1,,,,1,12,2,,
1271,205790,Basrah,Basrah,Hay Al-Husain 3,??????/???????? /?? ?????? 3,30.4936,47.788,IQ-G02,IQ-D010,IQ-P00954,14,84,2,3,,,,,,,7,,,,2,,,,,,,,14,,,,,,,,,4,9,1,
911,205340,Basrah,Basrah,Hay Al-Zohoor,?????? / ??????/?? ??????,30.513056,47.845556,IQ-G02,IQ-D010,IQ-P00965,9,54,,,,,,,,,,,,,8,,1,,,,,,1,,7,,,1,,,,2,7,,
24230,205964,Basrah,Basrah,Ibn Ghazwan,?????? / ????? ??? ????? (??????? ),30.5079,47.7991,IQ-G02,IQ-D010,IQ-P00975,3,18,,,,,,1,,,,,,,1,,1,,,,,1,2,,,,,,,,,3,,,
24571,205989,Basrah,Basrah,Karma Ali - Bani Malik Al Shamaliyah,???? ??? / ??? ???? ????????,30.5701,47.7317,IQ-G02,IQ-D010,,11,66,11,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,11,,,
25621,206051,Basrah,Basrah,Karma Ali - Hay Al-Moaaskr,?? ???????,30.5783,47.705,IQ-G02,IQ-D010,,4,24,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,4,
393,200184,Basrah,Basrah,Karmat `Ali,???? ???  ,30.56,47.76,IQ-G02,IQ-D010,IQ-P00978,21,126,,,,,,1,,,,,,,18,,2,,,,,9,12,,,,,,,,,19,2,,
893,205321,Basrah,Basrah,Kut al-hejaj,?????? / ??? ?????? ,30.505278,47.803056,IQ-G02,IQ-D010,IQ-P00979,4,24,1,,,,,,,,2,,,,1,,,,,,,,4,,,,,,,,,1,2,1,
21097,205838,Basrah,Basrah,Manawi Lajim Quarter,????? ??? ,30.50027778,47.84305556,IQ-G02,IQ-D010,IQ-P00990,11,66,3,,,,,,,,,,,,2,,6,,,,,,11,,,,,,,,,7,,4,
891,205319,Basrah,Basrah,Manawi pasha,????? ????,30.505,47.850556,IQ-G02,IQ-D010,IQ-P00991,15,90,5,,,,,,,,,,,,9,,1,,,,,,12,,,,3,,,,,11,,4,
25725,206055,Basrah,Basrah,Markaz Al-Basrah - Hey Al khatoa,?? ??????,30.385614,47.720053,IQ-G02,IQ-D010,,14,84,4,,1,,,,,,,,,,,,9,,,,,13,1,,,,,,,,,2,3,9,
23974,205947,Basrah,Basrah,Mosa Kadhim,?????? /?????? / ???? ?????? ,30.4485,47.8012,IQ-G02,IQ-D010,IQ-P00998,1,6,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,
889,205317,Basrah,Basrah,Nadhran,?????? / ?????,30.503889,47.8042,IQ-G02,IQ-D010,IQ-P01002,12,72,,,,,,,,,1,,,,7,,4,,,,,,12,,,,,,,,,10,,1,1
1025,205458,Basrah,Basrah,Najibiah,?????? ,30.574324,47.768614,IQ-G02,IQ-D010,IQ-P01005,6,36,1,,,,,,,,1,,,,2,,2,,,,,2,4,,,,,,,,,3,2,1,
899,205327,Basrah,Basrah,Sabkhat al-arab, ???? ????? ,30.508056,47.805278,IQ-G02,IQ-D010,IQ-P01013,5,30,3,,,,,,,,2,,,,,,,,,,,3,2,,,,,,,,,2,3,,
897,205325,Basrah,Basrah,Shuqaq al-faw,?????? / ??? ?????,30.5075,47.796944,IQ-G02,IQ-D010,IQ-P01020,2,12,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,2,,,
23975,205948,Basrah,Basrah,Um Al Nea'jj,?????? / ????? ?? ??????,30.4764,47.8383,IQ-G02,IQ-D010,IQ-P01028,5,30,3,,,,,,,,,,,,1,,1,,,,,2,3,,,,,,,,,3,,2,
25333,206034,Basrah,Fao,Al-Shamaliya - Hay Al Sadir,?? ?????,29.981,48.468,IQ-G02,IQ-D011,,1,6,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,
25338,206039,Basrah,Fao,FAO Al Shamaliya - Hay Al Salam,?? ??????,29.98,48.4625,IQ-G02,IQ-D011,,4,24,,,,,,,,,,,,,,,4,,,,,4,,,,,,,,,,4,,,
25335,206036,Basrah,Fao,FAO Aljanubia - Hay Al Hussain,?? ??????,29.938414,48.408288,IQ-G02,IQ-D011,,2,12,1,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,1,1,,,
25334,206035,Basrah,Fao,FAO Aljanubia - Hay Al Karar,?? ??????,29.9652,48.4738,IQ-G02,IQ-D011,,4,24,4,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,1,2,1,,
25339,206040,Basrah,Fao,FAO Aljanubia - Hay Al Sadiq,?? ??????,29.9675,48.4816,IQ-G02,IQ-D011,,1,6,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,
25337,206038,Basrah,Fao,FAO Aljanubia - Hay Al Zahra,?? ???????,29.9697,48.4744,IQ-G02,IQ-D011,,2,12,,,,,,,,,,,,,1,,1,,,,,1,1,,,,,,,,,1,,1,
25336,206037,Basrah,Fao,FAO AlShamaliya - Hay Al Rasol,?? ??????,29.978,48.4694,IQ-G02,IQ-D011,,1,6,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
25340,206041,Basrah,Fao,FAO Al-Shamaliya - Hay Al-Madaina,?? ???????,29.9775,48.4719,IQ-G02,IQ-D011,,5,30,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,2,3,,,
698,205125,Basrah,Fao,Hoz hussain ali, ??????? ,30.116667,48.375,IQ-G02,IQ-D011,IQ-P01112,1,6,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
23517,205937,Basrah,Shatt Al-Arab,Al Hota,?????? ,30.6352,47.7739,IQ-G02,IQ-D014,IQ-P01466,11,66,8,,,,,,,,,,,,3,,,,,,,2,1,,6,,,,2,,1,,4,6,
21640,205864,Basrah,Shatt Al-Arab,AL Jazira 3 ,?????? /?? ????? /??????? 3,30.58833333,47.79388889,IQ-G02,IQ-D014,IQ-P01468,2,12,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,1,1,,
21829,205873,Basrah,Shatt Al-Arab,Al Nashwa - Center,?????? / ???? ??????,30.818035,47.602619,IQ-G02,IQ-D014,IQ-P01475,2,12,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,
25020,206026,Basrah,Shatt Al-Arab,Al Nashwa-Al Hawafdh,?????? / ???????,30.8444,47.5647,IQ-G02,IQ-D014,,2,12,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,2,,
25021,206027,Basrah,Shatt Al-Arab,Al Nashwa-Mayah Aldhawaen,?????? / ???? ???????,30.89651,47.5251,IQ-G02,IQ-D014,,11,66,,,,,,,,,,,,,11,,,,,,,4,2,,5,,,,,,,9,2,,
23261,205933,Basrah,Shatt Al-Arab,Al Sahel village,?? ????? ??????? / ??????,30.51,47.85,IQ-G02,IQ-D014,IQ-P01477,11,66,,,11,,,,,,,,,,,,,,,,,,,,,,11,,,,,11,,,
947,205377,Basrah,Shatt Al-Arab,Al-andalus,?????? / ??????? ,30.532222,47.859167,IQ-G02,IQ-D014,IQ-P01483,3,18,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,3,,,
1013,205446,Basrah,Shatt Al-Arab,Al-Kibasi Kabeer,?????? /?? ????? /??????? ?????? ,30.5848,47.8132,IQ-G02,IQ-D014,IQ-P01498,5,30,,,,,,,,,1,,,,1,,3,,,,,3,2,,,,,,,,,5,,,
1000,205433,Basrah,Shatt Al-Arab,Al-Kibasi Saghir,?????? /?? ????? /??????? ??????,30.5945,47.8031,IQ-G02,IQ-D014,IQ-P01499,1,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,
925,205354,Basrah,Shatt Al-Arab,Bait zair,?? ????? / ??? ????,30.520556,47.857778,IQ-G02,IQ-D014,IQ-P01511,1,6,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
936,205366,Basrah,Shatt Al-Arab,Geridlan,?? ????? ??????? / ??????,30.5318,47.8451,IQ-G02,IQ-D014,IQ-P01518,2,12,,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,2,,
24774,206004,Basrah,Shatt Al-Arab,Hay Al Jawadin,?? ????? ??????? / ?? ????????,30.5433,47.8656,IQ-G02,IQ-D014,,3,18,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,3,,
960,205391,Basrah,Shatt Al-Arab,Hay al-jami_a,?????? / ?? ????? / ?? ??????? ,30.54,47.865278,IQ-G02,IQ-D014,IQ-P01526,19,114,7,,,,,,,,1,,,,8,,3,,,,,8,11,,,,,,,,,12,2,5,
25724,206054,Basrah,Shatt Al-Arab,Markaz Shat Al-Arab - Al Jazira 1,?????? /?? ????? /??????? 1,30.5942,47.8032,IQ-G02,IQ-D014,,1,6,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,
25723,206053,Basrah,Shatt Al-Arab,Markaz Shat Al-Arab - Al Jazira 4,?????? /?? ????? /??????? 4,30.5969,47.7905,IQ-G02,IQ-D014,,3,18,,,,,,2,,,,,,,,,1,,,,,3,,,,,,,,,,2,,1,
24232,205965,Basrah,Shatt Al-Arab,Shat Al Arab St 13,?????? / ?? ????? / ???? 13,30.5286,47.8536,IQ-G02,IQ-D014,IQ-P01549,1,6,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,
24531,205988,Basrah,Shatt Al-Arab,Shatt Al-Arab / Tanoma/36 St,?? ????? ??????? / ???? 36,30.53157,47.85265,IQ-G02,IQ-D014,,1,6,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,
25460,206042,Basrah,Shatt Al-Arab,Shatt Al-Arab / Tanoma/39,??????? ???? 39,30.5288,47.8505,IQ-G02,IQ-D014,,1,6,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,
25461,206043,Basrah,Shatt Al-Arab,Shatt Al-Arab -Tanoma - 17 St,??????? ???? 17,30.5311,47.8563,IQ-G02,IQ-D014,,1,6,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
24775,206005,Basrah,Shatt Al-Arab,Street 40,?? ????? ??????? / ???? 40,30.5281,47.8498,IQ-G02,IQ-D014,,1,6,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,
